Car_name,Num_of_reviews,General_rate,Comfort,Interior design,Performance,Value for the money,Exterior styling,Reliability,Year,Brand,Model
2022     Subaru     BRZ.,1,4.7,4,4,5,5,5,5,2022,Subaru,BRZ.
2022     Subaru     Legacy.,2,5,5,5,5,5,5,5,2022,Subaru,Legacy.
2022     Subaru     Impreza.,2,5,5,5,5,5,5,5,2022,Subaru,Impreza.
2022     Subaru     Crosstrek.,10,4.6,4.8,4.8,4.6,4.5,4.6,4.6,2022,Subaru,Crosstrek.
2022     Toyota     4Runner.,6,4.9,5,5,4.7,5,5,4.7,2022,Toyota,4Runner.
2022     Toyota     Tundra.,8,4.6,4.9,5,4.8,4.2,4.9,4.1,2022,Toyota,Tundra.
2022     Toyota     Camry.,1,5,5,5,5,5,5,5,2022,Toyota,Camry.
2022     Toyota     RAV4 Prime.,4,4.5,4.8,4.8,4.8,4.5,4.8,4,2022,Toyota,RAV4 Prime.
2022     Toyota     Highlander.,23,4.2,4.3,4.2,4.1,3.7,4.3,4.6,2022,Toyota,Highlander.
2022     Toyota     Prius Prime.,2,4.2,4,4,3,4.5,4,5,2022,Toyota,Prius Prime.
2022     Toyota     Highlander Hybrid.,5,4.8,4.8,4.8,4.6,4.8,4.6,5,2022,Toyota,Highlander Hybrid.
2022     Toyota     RAV4.,7,4.4,4.3,4.3,4.1,4.1,4.6,4.6,2022,Toyota,RAV4.
2022     Toyota     RAV4 Hybrid.,13,4.8,4.5,4.5,4.8,4.7,4.7,5,2022,Toyota,RAV4 Hybrid.
2022     Toyota     Tacoma.,8,4.6,4.5,4.6,4.6,4.4,4.8,4.8,2022,Toyota,Tacoma.
2022     Toyota     Sienna.,8,4.7,4.6,4.5,4.5,4.5,4.9,4.9,2022,Toyota,Sienna.
2022     Toyota     Avalon.,2,4.6,5,5,5,4,5,3.5,2022,Toyota,Avalon.
2022     Toyota     C-HR.,1,4.6,5,5,4,4,5,5,2022,Toyota,C-HR.
2022     Toyota     Corolla Cross.,10,3.9,4.1,4,3.4,3.6,4.5,4.2,2022,Toyota,Corolla Cross.
2022     Toyota     Corolla.,4,4.8,5,4.8,4.8,4.8,4.8,4.8,2022,Toyota,Corolla.
2022     Toyota     GR86.,,,,,,,,,2022,Toyota,GR86.
2022     Toyota     Sequoia.,,,,,,,,,2022,Toyota,Sequoia.
2022     Toyota     Camry Hybrid.,6,4.8,4.8,4.7,4.7,5,4.5,5,2022,Toyota,Camry Hybrid.
2022     Toyota     Prius.,2,4.3,4,5,5,4,3.5,4.5,2022,Toyota,Prius.
2022     Toyota     Tundra Hybrid.,3,3.5,3.7,3,3.7,3.3,3.7,3.7,2022,Toyota,Tundra Hybrid.
2022     Toyota     Corolla Hatchback.,2,4,4,3,4.5,4,4,4.5,2022,Toyota,Corolla Hatchback.
2022     Toyota     Avalon Hybrid.,,,,,,,,,2022,Toyota,Avalon Hybrid.
2022     Toyota     Supra.,6,2.8,2.7,2.8,3.3,2.5,3.2,2.7,2022,Toyota,Supra.
2022     Toyota     Venza.,10,4.1,4.4,4.1,3.8,3.7,4.4,4.3,2022,Toyota,Venza.
2022     Toyota     Corolla Hybrid.,6,4.8,4.5,4.7,4.8,4.8,4.8,5,2022,Toyota,Corolla Hybrid.
2022     Volkswagen     Arteon.,,,,,,,,,2022,Volkswagen,Arteon.
2022     Volkswagen     Tiguan.,7,3.7,4.3,4.1,3.3,3.3,4,3.6,2022,Volkswagen,Tiguan.
2022     Volkswagen     Atlas Cross Sport.,4,4.3,4.5,4,3.8,4.5,4.5,4.8,2022,Volkswagen,Atlas Cross Sport.
2022     Volkswagen     Atlas.,5,4.1,4.8,3.6,4,3.6,4.4,4.6,2022,Volkswagen,Atlas.
2022     Volkswagen     Taos.,19,4,4.4,4.1,3.8,3.7,4.4,3.8,2022,Volkswagen,Taos.
2022     Volkswagen     Golf R.,1,4.9,5,5,5,5,4,5,2022,Volkswagen,Golf R.
2022     Volkswagen     Passat.,3,4.2,4.3,4,4,4.3,4.3,4,2022,Volkswagen,Passat.
2022     Volkswagen     Jetta.,1,3.9,3,4,4,3,4,5,2022,Volkswagen,Jetta.
2022     Volkswagen     Jetta GLI.,1,5,5,5,5,5,5,5,2022,Volkswagen,Jetta GLI.
2022     Volkswagen     Golf GTI.,1,4.7,5,4,5,5,5,5,2022,Volkswagen,Golf GTI.
2022     Volvo     XC90.,2,5,5,5,5,5,5,5,2022,Volvo,XC90.
2022     Volvo     XC60 Recharge Plug-In Hybrid.,10,3.6,4.4,4.1,3.8,3,3.9,3.2,2022,Volvo,XC60 Recharge Plug-In Hybrid.
2022     Volvo     XC90 Recharge Plug-In Hybrid.,,,,,,,,,2022,Volvo,XC90 Recharge Plug-In Hybrid.
2022     Volvo     S90.,,,,,,,,,2022,Volvo,S90.
2022     Volvo     S60 Recharge Plug-In Hybrid.,,,,,,,,,2022,Volvo,S60 Recharge Plug-In Hybrid.
2022     Volvo     XC60.,3,2.6,4.3,4,2,1.3,4,1,2022,Volvo,XC60.
2022     Volvo     XC40.,4,4,4.5,4.5,3.8,3.5,4.5,3.8,2022,Volvo,XC40.
2022     Volvo     S60.,2,4.2,4,3.5,4,4,5,4,2022,Volvo,S60.
2022     Volvo     V90 Cross Country.,,,,,,,,,2022,Volvo,V90 Cross Country.
2022     Volvo     V60 Cross Country.,,,,,,,,,2022,Volvo,V60 Cross Country.
2021     Acura     ILX.,3,4.9,4.7,4.7,5,5,4.7,5,2021,Acura,ILX.
2021     Acura     TLX.,23,4.6,4.8,4.7,4.6,4.3,4.7,4.3,2021,Acura,TLX.
2021     Acura     RDX.,43,4.8,4.9,4.9,4.7,4.7,4.9,4.8,2021,Acura,RDX.
2021     Acura     NSX.,,,,,,,,,2021,Acura,NSX.
2021     Audi     S5.,3,4.9,5,5,5,4.3,5,5,2021,Audi,S5.
2021     Audi     RS 7.,3,5,5,5,5,4.7,5,5,2021,Audi,RS 7.
2021     Audi     SQ7.,3,5,5,5,5,5,5,5,2021,Audi,SQ7.
2021     Audi     SQ5.,,,,,,,,,2021,Audi,SQ5.
2021     Audi     A6 allroad.,2,5,5,5,5,4.5,5,5,2021,Audi,A6 allroad.
2021     Audi     TTS.,,,,,,,,,2021,Audi,TTS.
2021     Audi     RS 5.,2,4.9,5,5,5,4,5,5,2021,Audi,RS 5.
2021     Audi     SQ8.,,,,,,,,,2021,Audi,SQ8.
2021     Audi     Q5.,16,4.6,4.6,4.4,4.7,4.2,4.5,4.7,2021,Audi,Q5.
2021     Audi     A5.,7,4.8,5,4.7,5,4.7,4.9,4.4,2021,Audi,A5.
2021     Audi     S7.,,,,,,,,,2021,Audi,S7.
2021     Audi     Q3.,8,5,5,5,5,4.9,4.9,4.9,2021,Audi,Q3.
2021     Audi     A7.,,,,,,,,,2021,Audi,A7.
2021     Audi     RS Q8.,3,4.9,5,5,5,4.3,5,4.7,2021,Audi,RS Q8.
2021     Audi     Q8.,3,5,5,5,5,4.7,5,5,2021,Audi,Q8.
2021     Audi     TT.,,,,,,,,,2021,Audi,TT.
2021     Audi     A4.,4,5,5,5,5,5,4.8,5,2021,Audi,A4.
2021     Audi     S4.,1,5,5,5,5,5,5,5,2021,Audi,S4.
2021     Audi     A4 allroad.,2,4,4,4.5,3.5,4,4,4,2021,Audi,A4 allroad.
2021     Audi     Q7.,13,4.6,4.9,4.6,4.5,4.3,4.9,4.3,2021,Audi,Q7.
2021     Audi     RS 6 Avant.,1,4.7,5,5,5,3,5,5,2021,Audi,RS 6 Avant.
2021     Audi     S6.,1,5,5,5,5,5,5,5,2021,Audi,S6.
2021     Audi     A6.,3,5,5,5,5,5,5,5,2021,Audi,A6.
2021     Audi     A8.,1,5,5,5,5,5,5,5,2021,Audi,A8.
2021     Audi     R8.,1,5,5,5,5,5,5,5,2021,Audi,R8.
2021     Audi     e-tron.,3,5,5,5,5,5,5,5,2021,Audi,e-tron.
2021     Audi     TT RS.,2,4.8,4,5,5,4.5,5,5,2021,Audi,TT RS.
2021     Audi     Q5 e.,3,5,5,5,5,4.7,5,5,2021,Audi,Q5 e.
2021     Audi     S8.,,,,,,,,,2021,Audi,S8.
2021     Audi     A7 e.,1,4.9,5,5,5,4,5,5,2021,Audi,A7 e.
2021     BMW     X4 M.,2,5,5,5,5,4.5,5,5,2021,BMW,X4 M.
2021     BMW     X6.,6,4.8,5,5,4.7,4.5,5,4.7,2021,BMW,X6.
2021     BMW     750.,1,4.9,5,5,5,4,5,5,2021,BMW,750
2021     BMW     M2.,2,4.4,2.5,4,5,5,5,4.5,2021,BMW,M2.
2021     BMW     740.,2,5,5,5,5,5,5,5,2021,BMW,740
2021     BMW     228 Gran Coupe.,3,5,5,5,5,5,5,5,2021,BMW,228 Gran Coupe.
2021     BMW     530.,3,5,5,5,5,4.7,5,5,2021,BMW,530
2021     BMW     X3.,29,4.7,4.8,4.7,4.8,4.5,4.8,4.6,2021,BMW,X3.
2021     BMW     ALPINA XB7.,1,5,5,5,5,5,5,5,2021,BMW,ALPINA XB7.
2021     BMW     M4.,3,5,5,5,5,5,5,5,2021,BMW,M4.
2021     BMW     X3 PHEV.,8,4.4,4.9,4.8,4.8,4.1,4.4,3.8,2021,BMW,X3 PHEV.
2021     BMW     M760.,1,1,1,1,1,1,1,1,2021,BMW,M760.
2021     BMW     X5.,26,4.8,4.9,5,4.9,4.6,4.9,4.9,2021,BMW,X5.
2021     BMW     X1.,3,5,5,5,5,4.7,5,5,2021,BMW,X1.
2021     BMW     M850 Gran Coupe.,1,5,5,5,5,5,5,5,2021,BMW,M850 Gran Coupe.
2021     BMW     M3.,1,4.9,5,5,5,5,5,4,2021,BMW,M3.
2021     BMW     530e.,2,4.4,4.5,4.5,5,4,4.5,4,2021,BMW,530e.
2021     BMW     X4.,2,5,5,5,5,5,5,5,2021,BMW,X4.
2021     BMW     X5 M.,3,4.9,4.7,5,5,4.7,5,5,2021,BMW,X5 M.
2021     BMW     X7.,10,5,5,5,4.9,4.9,5,5,2021,BMW,X7.
2021     BMW     X6 M.,,,,,,,,,2021,BMW,X6 M.
2021     BMW     M8 Gran Coupe.,,,,,,,,,2021,BMW,M8 Gran Coupe.
2021     BMW     M440.,3,5,5,5,5,5,5,5,2021,BMW,M440.
2021     BMW     X3 M.,5,4.9,5,5,5,4.8,4.8,4.8,2021,BMW,X3 M.
2021     BMW     Z4.,1,4.4,4,5,5,4,4,4,2021,BMW,Z4.
2021     BMW     M550.,3,4.9,4.7,4.7,5,4.7,5,5,2021,BMW,M550.
2021     BMW     840 Gran Coupe.,,,,,,,,,2021,BMW,840 Gran Coupe.
2021     BMW     540.,4,4.9,5,5,5,4.8,5,4.8,2021,BMW,540
2021     BMW     430.,1,5,5,5,5,5,5,5,2021,BMW,430
2021     BMW     840.,,,,,,,,,2021,BMW,840
2021     BMW     330.,12,4.9,4.8,4.8,4.9,4.8,4.9,4.8,2021,BMW,330
2021     BMW     M235 Gran Coupe.,3,4.9,4.7,5,5,4.7,5,5,2021,BMW,M235 Gran Coupe.
2021     BMW     330e.,,,,,,,,,2021,BMW,330e.
2021     BMW     X2.,3,4.9,5,5,4.7,4.7,5,5,2021,BMW,X2.
2021     BMW     M5.,2,4.6,3.5,5,5,4,5,5,2021,BMW,M5.
2021     BMW     M340.,1,5,5,5,5,5,5,5,2021,BMW,M340.
2021     BMW     X5 PHEV.,6,4.5,4.7,4.5,4.8,4,4.3,4.7,2021,BMW,X5 PHEV.
2021     BMW     M850.,,,,,,,,,2021,BMW,M850.
2021     BMW     M240.,1,4.9,5,5,5,5,4,5,2021,BMW,M240.
2021     BMW     230.,1,5,5,5,5,5,5,5,2021,BMW,230
2021     Buick     Envision.,25,4.8,4.7,4.9,4.8,4.6,4.8,4.8,2021,Buick,Envision.
2021     Buick     Encore GX.,28,4.5,4.4,4.5,4.5,4.5,4.7,4.4,2021,Buick,Encore GX.
2021     Buick     Enclave.,18,4.8,4.9,4.7,4.9,4.6,4.9,4.7,2021,Buick,Enclave.
2021     Buick     Encore.,13,4.7,4.7,4.8,4.4,4.6,4.8,4.7,2021,Buick,Encore.
2021     Cadillac     XT4.,7,4.6,4.7,4.7,4.3,4.1,5,4.4,2021,Cadillac,XT4.
2021     Cadillac     Escalade ESV.,2,5,5,5,5,5,5,5,2021,Cadillac,Escalade ESV.
2021     Cadillac     CT4.,1,5,5,5,5,5,5,,2021,Cadillac,CT4.
2021     Cadillac     Escalade.,24,2.8,3.5,3.8,2.6,2.1,3.7,1.9,2021,Cadillac,Escalade.
2021     Cadillac     XT6.,10,4.9,4.8,4.9,4.8,4.8,5,5,2021,Cadillac,XT6.
2021     Cadillac     CT5.,13,4.9,5,4.8,4.9,4.9,5,4.9,2021,Cadillac,CT5.
2021     Cadillac     XT5.,16,4.8,4.9,4.8,4.8,4.6,4.9,4.7,2021,Cadillac,XT5.
2021     Chevrolet     Trailblazer.,92,4.8,4.7,4.8,4.7,4.7,4.9,4.6,2021,Chevrolet,Trailblazer.
2021     Chevrolet     Suburban.,12,4.5,4.9,4.9,4.2,4.3,4.8,4.2,2021,Chevrolet,Suburban.
2021     Chevrolet     Traverse.,38,4.8,4.8,4.7,4.8,4.8,4.9,4.9,2021,Chevrolet,Traverse.
2021     Chevrolet     Silverado 1500.,78,4.5,4.7,4.6,4.5,4.2,4.6,4.2,2021,Chevrolet,Silverado 1500.
2021     Chevrolet     Tahoe.,41,4.4,4.6,4.6,4.1,4.1,4.7,4.1,2021,Chevrolet,Tahoe.
2021     Chevrolet     Trax.,27,4.5,4.6,4.5,4.4,4.3,4.4,4.7,2021,Chevrolet,Trax.
2021     Chevrolet     Colorado.,46,4.7,4.7,4.6,4.7,4.6,4.8,4.6,2021,Chevrolet,Colorado.
2021     Chevrolet     Silverado 2500.,13,4.5,4.7,4.5,4.3,4.2,4.8,4.4,2021,Chevrolet,Silverado 2500.
2021     Chevrolet     Equinox.,69,4.8,4.8,4.8,4.7,4.7,4.8,4.7,2021,Chevrolet,Equinox.
2021     Chevrolet     Spark.,16,4.5,4,4.2,4.2,4.9,4.7,4.7,2021,Chevrolet,Spark.
2021     Chevrolet     Blazer.,36,4.7,4.8,4.9,4.7,4.5,4.9,4.6,2021,Chevrolet,Blazer.
2021     Chevrolet     Express 2500.,2,3.8,4.5,4.5,3.5,3.5,4,3,2021,Chevrolet,Express 2500.
2021     Chevrolet     Malibu.,8,4.9,5,5,4.9,4.9,5,4.9,2021,Chevrolet,Malibu.
2021     Chevrolet     Camaro.,12,4.6,4.3,4.2,4.8,4.6,4.9,4.5,2021,Chevrolet,Camaro.
2021     Chevrolet     Express 3500.,,,,,,,,,2021,Chevrolet,Express 3500.
2021     Chevrolet     Corvette.,14,4.9,4.9,4.9,5,5,4.9,4.9,2021,Chevrolet,Corvette.
2021     Chevrolet     Silverado 3500.,5,4.4,4.6,4.6,4.2,4.2,4.6,4.2,2021,Chevrolet,Silverado 3500.
2021     Chrysler     Pacifica.,19,4.3,4.6,4.5,4.4,4.1,4.5,4.1,2021,Chrysler,Pacifica.
2021     Chrysler     300.,4,5,5,5,5,5,5,5,2021,Chrysler,300
2021     Chrysler     Pacifica Hybrid.,18,4.1,4.4,4.4,4.1,3.8,4.4,3.5,2021,Chrysler,Pacifica Hybrid.
2021     Chrysler     Voyager.,1,5,5,5,5,5,5,5,2021,Chrysler,Voyager.
2021     Dodge     Charger.,23,4.9,5,4.8,5,4.8,4.9,5,2021,Dodge,Charger.
2021     Dodge     Challenger.,26,4.9,4.9,4.8,4.9,4.8,5,4.8,2021,Dodge,Challenger.
2021     Dodge     Durango.,28,4.7,4.9,4.9,4.7,4.4,4.9,4.8,2021,Dodge,Durango.
2021     Ford     Bronco Sport.,63,4.7,4.8,4.7,4.7,4.7,4.8,4.8,2021,Ford,Bronco Sport.
2021     Ford     F-150.,82,4.7,4.8,4.8,4.7,4.5,4.9,4.7,2021,Ford,F-150.
2021     Ford     Transit-250.,,,,,,,,,2021,Ford,Transit-250.
2021     Ford     Explorer.,66,4.7,4.8,4.7,4.8,4.6,4.8,4.7,2021,Ford,Explorer.
2021     Ford     Mustang.,8,4.9,4.8,4.8,5,4.9,4.9,5,2021,Ford,Mustang.
2021     Ford     F-250.,20,4.5,4.4,4.6,4.5,4.1,4.8,4.5,2021,Ford,F-250.
2021     Ford     EcoSport.,17,4.1,4.2,4.2,4,3.8,4.2,4,2021,Ford,EcoSport.
2021     Ford     Transit-350.,,,,,,,,,2021,Ford,Transit-350.
2021     Ford     Expedition.,3,4.3,4.7,4.7,4.3,3.7,4.7,4,2021,Ford,Expedition.
2021     Ford     Edge.,11,4.5,4.7,4.5,4.4,4.4,4.6,4.6,2021,Ford,Edge.
2021     Ford     Expedition Max.,,,,,,,,,2021,Ford,Expedition Max.
2021     Ford     Escape PHEV.,1,4.6,4,4,5,4,5,5,2021,Ford,Escape PHEV.
2021     Ford     Ranger.,31,4.8,4.8,4.7,4.9,4.8,4.9,4.8,2021,Ford,Ranger.
2021     Ford     Bronco.,11,4.5,4.5,4.1,4.7,4.7,4.5,4.6,2021,Ford,Bronco.
2021     Ford     Escape.,16,4.4,4.7,4.8,4.2,4.1,4.9,4.1,2021,Ford,Escape.
2021     Ford     Shelby GT500.,,,,,,,,,2021,Ford,Shelby GT500.
2021     Ford     F-350.,11,4.4,4.4,4.3,4.5,4.3,4.5,4.5,2021,Ford,F-350.
2021     Ford     Transit Connect.,4,4.8,4.8,4.8,4.8,4.8,5,4.5,2021,Ford,Transit Connect.
2021     GMC     Sierra 1500.,48,4,4.3,4.2,3.9,3.7,4.4,3.7,2021,GMC,Sierra 1500.
2021     GMC     Yukon XL.,3,4.9,5,5,5,4.3,5,5,2021,GMC,Yukon XL.
2021     GMC     Acadia.,41,4.8,5,4.9,4.8,4.7,5,4.8,2021,GMC,Acadia.
2021     GMC     Yukon.,26,4.1,4.3,4.5,4.3,3.5,4.7,3.6,2021,GMC,Yukon.
2021     GMC     Canyon.,15,4.1,4.1,4.1,4.2,3.9,4.6,3.9,2021,GMC,Canyon.
2021     GMC     Sierra 3500.,2,4.4,4.5,4.5,5,4,4.5,4,2021,GMC,Sierra 3500.
2021     GMC     Terrain.,21,4.7,4.7,4.8,4.5,4.5,4.8,4.7,2021,GMC,Terrain.
2021     GMC     Sierra 2500.,24,4.5,4.8,4.6,4.5,4.1,4.5,4.3,2021,GMC,Sierra 2500.
2021     GMC     Savana 2500.,2,4.8,5,5,5,4.5,5,4,2021,GMC,Savana 2500.
2021     GMC     Savana 3500.,,,,,,,,,2021,GMC,Savana 3500.
2021     Honda     Passport.,21,4.7,4.8,4.5,4.7,4.5,4.7,4.7,2021,Honda,Passport.
2021     Honda     Civic.,45,4.7,4.6,4.7,4.7,4.6,4.8,4.6,2021,Honda,Civic.
2021     Honda     Ridgeline.,28,4.7,4.9,4.7,4.7,4.5,4.9,4.6,2021,Honda,Ridgeline.
2021     Honda     Accord.,44,4.8,4.9,4.8,4.8,4.8,4.9,4.8,2021,Honda,Accord.
2021     Honda     Pilot.,64,4.8,4.9,4.8,4.8,4.7,4.7,4.8,2021,Honda,Pilot.
2021     Honda     Civic Type R.,5,4.9,5,4.8,5,4.8,4.8,5,2021,Honda,Civic Type R.
2021     Honda     Insight.,4,5,5,5,5,5,5,5,2021,Honda,Insight.
2021     Honda     CR-V.,115,4.9,4.9,4.8,4.8,4.8,4.9,4.9,2021,Honda,CR-V.
2021     Honda     Accord Hybrid.,15,4.5,4.7,4.5,4.5,4.4,4.6,4.4,2021,Honda,Accord Hybrid.
2021     Honda     Odyssey.,20,4.9,5,5,4.9,4.8,4.8,5,2021,Honda,Odyssey.
2021     Honda     HR-V.,45,4.7,4.7,4.6,4.6,4.7,4.7,4.8,2021,Honda,HR-V.
2021     Honda     CR-V Hybrid.,26,4.8,4.8,4.8,4.8,4.7,4.8,4.8,2021,Honda,CR-V Hybrid.
2021     Honda     Clarity Plug-In Hybrid.,,,,,,,,,2021,Honda,Clarity Plug-In Hybrid.
2021     Hyundai     Palisade.,92,4.9,4.9,4.9,4.8,4.8,4.9,4.8,2021,Hyundai,Palisade.
2021     Hyundai     Sonata.,46,4.8,4.8,4.8,4.7,4.8,4.9,4.8,2021,Hyundai,Sonata.
2021     Hyundai     Kona.,49,5,5,4.9,4.9,5,4.9,5,2021,Hyundai,Kona.
2021     Hyundai     Santa Fe.,37,4.6,4.8,4.7,4.4,4.5,4.8,4.6,2021,Hyundai,Santa Fe.
2021     Hyundai     Tucson.,85,4.8,4.8,4.8,4.8,4.7,4.8,4.8,2021,Hyundai,Tucson.
2021     Hyundai     Elantra.,33,4.8,4.8,4.8,4.7,4.7,4.9,4.7,2021,Hyundai,Elantra.
2021     Hyundai     Accent.,5,4.9,4.8,4.8,4.8,4.8,5,4.8,2021,Hyundai,Accent.
2021     Hyundai     Venue.,22,4.8,4.8,4.7,4.5,5,4.8,5,2021,Hyundai,Venue.
2021     Hyundai     Elantra HEV.,3,4.9,5,4.7,4.7,5,5,5,2021,Hyundai,Elantra HEV.
2021     Hyundai     Sonata Hybrid.,7,4.9,5,4.9,4.9,5,4.9,5,2021,Hyundai,Sonata Hybrid.
2021     Hyundai     IONIQ Plug-In Hybrid.,,,,,,,,,2021,Hyundai,IONIQ Plug-In Hybrid.
2021     Hyundai     Veloster N.,2,5,5,5,5,5,5,5,2021,Hyundai,Veloster N.
2021     Hyundai     IONIQ Hybrid.,2,5,5,5,5,5,5,5,2021,Hyundai,IONIQ Hybrid.
2021     Hyundai     Veloster.,,,,,,,,,2021,Hyundai,Veloster.
2021     Hyundai     Santa Fe HEV.,2,5,5,5,5,5,5,5,2021,Hyundai,Santa Fe HEV.
2021     INFINITI     QX80.,2,4.3,4.5,4,4.5,3.5,4.5,4.5,2021,INFINITI,QX80.
2021     INFINITI     Q60.,2,5,5,5,5,5,5,5,2021,INFINITI,Q60.
2021     INFINITI     QX50.,24,4.3,4.6,4.4,4.1,4.2,4.6,4.2,2021,INFINITI,QX50.
2021     INFINITI     Q50.,9,4.9,4.9,4.9,4.9,4.8,4.9,4.9,2021,INFINITI,Q50.
