Car_name,Num_of_reviews,General_rate,Comfort,Interior design,Performance,Value for the money,Exterior styling,Reliability,Year,Brand,Model
2021     Jaguar     E-PACE.,1,4.9,5,5,5,4,5,5,2021,Jaguar,E-PACE.
2021     Jaguar     F-TYPE.,3,5,5,5,5,5,5,5,2021,Jaguar,F-TYPE.
2021     Jaguar     F-PACE.,6,4.4,4.7,4.8,4.5,4.2,4.2,4.2,2021,Jaguar,F-PACE.
2021     Jeep     Grand Cherokee L.,10,4.5,4.5,4.7,4.3,4.7,4.7,4.2,2021,Jeep,Grand Cherokee L.
2021     Jeep     Wrangler.,31,4.8,4.8,4.8,4.8,4.7,4.8,4.8,2021,Jeep,Wrangler.
2021     Jeep     Wrangler Unlimited 4xe.,12,4,4.2,4.5,3.9,3.5,5,3.4,2021,Jeep,Wrangler Unlimited 4xe.
2021     Jeep     Cherokee.,73,4.9,4.9,4.8,4.8,4.8,4.9,4.8,2021,Jeep,Cherokee.
2021     Jeep     Grand Cherokee.,61,4.6,4.7,4.7,4.7,4.5,4.7,4.6,2021,Jeep,Grand Cherokee.
2021     Jeep     Compass.,50,4.6,4.7,4.7,4.5,4.5,4.7,4.5,2021,Jeep,Compass.
2021     Jeep     Renegade.,24,4.4,4.6,4.6,4.2,4.1,4.6,4.2,2021,Jeep,Renegade.
2021     Jeep     Gladiator.,59,4.9,4.8,4.9,4.9,4.6,4.9,4.9,2021,Jeep,Gladiator.
2021     Jeep     Wrangler Unlimited.,50,4.9,4.9,5,4.9,4.6,4.9,4.8,2021,Jeep,Wrangler Unlimited.
2021     Kia     Sedona.,6,4.9,5,5,5,4.5,5,5,2021,Kia,Sedona.
2021     Kia     Stinger.,5,4.9,5,5,5,4.8,4.8,4.6,2021,Kia,Stinger.
2021     Kia     Sorento.,54,4.8,4.9,4.9,4.6,4.7,4.9,4.6,2021,Kia,Sorento.
2021     Kia     K5.,71,4.6,4.7,4.7,4.5,4.5,4.7,4.5,2021,Kia,K5.
2021     Kia     Telluride.,91,4.9,5,4.9,4.9,4.8,5,4.9,2021,Kia,Telluride.
2021     Kia     Sorento Hybrid.,6,5,5,5,5,5,5,4.7,2021,Kia,Sorento Hybrid.
2021     Kia     Niro.,1,4.7,5,5,5,4,5,5,2021,Kia,Niro.
2021     Kia     Seltos.,116,4.7,4.8,4.8,4.7,4.7,4.8,4.7,2021,Kia,Seltos.
2021     Kia     Sportage.,59,4.8,4.9,4.8,4.8,4.6,4.8,4.8,2021,Kia,Sportage.
2021     Kia     Rio.,11,4.7,4.5,4.6,4.6,4.6,4.8,4.8,2021,Kia,Rio.
2021     Kia     Forte.,50,4.8,4.8,4.8,4.7,4.7,4.9,4.8,2021,Kia,Forte.
2021     Kia     Soul.,72,4.7,4.7,4.7,4.6,4.6,4.8,4.6,2021,Kia,Soul.
2021     Kia     Niro Plug-In Hybrid.,2,4.2,4,4.5,4,3.5,4.5,4.5,2021,Kia,Niro Plug-In Hybrid.
2021     Land Rover     Range Rover Velar.,3,4.9,5,4.7,5,4.7,5,4.7,2021,Land,Rover Range Rover Velar.
2021     Land Rover     Range Rover Sport.,6,4.8,4.8,4.8,5,4.3,5,4.7,2021,Land,Rover Range Rover Sport.
2021     Land Rover     Discovery Sport.,3,5,5,4.7,5,5,5,5,2021,Land,Rover Discovery Sport.
2021     Land Rover     Range Rover.,2,5,5,5,5,4.5,5,5,2021,Land,Rover Range Rover.
2021     Land Rover     Defender.,4,5,5,4.8,5,4.8,5,5,2021,Land,Rover Defender.
2021     Land Rover     Range Rover Evoque.,3,4.9,5,5,4.7,5,5,4.7,2021,Land,Rover Range Rover Evoque.
2021     Land Rover     Discovery.,3,4.2,4,4.3,4.3,4,4.3,4,2021,Land,Rover Discovery.
2021     Lexus     ES 250.,4,4.6,4.8,5,4.5,4.2,4.8,4.5,2021,Lexus,ES 250.
2021     Lexus     NX 300h.,10,4.3,4.1,4.4,3.9,4,4.8,4.7,2021,Lexus,NX 300h.
2021     Lexus     ES 350.,12,5,5,5,5,5,5,5,2021,Lexus,ES 350.
2021     Lexus     UX 200.,3,4.9,5,5,5,4.3,5,5,2021,Lexus,UX 200.
2021     Lexus     RX 350.,58,4.7,4.8,4.8,4.8,4.6,4.7,4.8,2021,Lexus,RX 350.
2021     Lexus     UX 250h.,11,4.8,4.8,4.6,4.6,4.7,4.8,4.9,2021,Lexus,UX 250h.
2021     Lexus     LX 570.,3,4.8,5,5,4.7,4.3,4.7,5,2021,Lexus,LX 570.
2021     Lexus     RX 450h.,10,4.8,5,4.9,4.9,4.3,4.9,4.9,2021,Lexus,RX 450h.
2021     Lexus     GX 460.,9,4.6,4.9,4.3,4.7,4.2,4.6,4.9,2021,Lexus,GX 460.
2021     Lexus     NX 300.,21,4.8,4.8,4.8,4.8,4.7,4.8,4.8,2021,Lexus,NX 300.
2021     Lexus     IS 300.,2,5,5,5,5,5,4.5,5,2021,Lexus,IS 300.
2021     Lexus     LC 500.,8,5,5,4.9,5,4.9,5,5,2021,Lexus,LC 500.
2021     Lexus     IS 350.,2,4.8,5,4.5,5,4.5,5,5,2021,Lexus,IS 350.
2021     Lexus     RX 350L.,8,4.6,4.5,4.5,4.8,4.5,4.8,4.8,2021,Lexus,RX 350L.
2021     Lexus     RX 450hL.,1,5,5,5,5,5,5,5,2021,Lexus,RX 450hL.
2021     Lexus     ES 300h.,9,5,5,4.9,4.9,4.9,5,5,2021,Lexus,ES 300h.
2021     Lexus     RC 300.,,,,,,,,,2021,Lexus,RC 300.
2021     Lexus     LS 500.,5,4.9,5,4.8,4.8,4.6,5,4.8,2021,Lexus,LS 500.
2021     Lexus     RC 350.,4,4.9,5,5,4.5,4.8,5,5,2021,Lexus,RC 350.
2021     Lincoln     Nautilus.,7,5,5,5,5,4.9,5,5,2021,Lincoln,Nautilus.
2021     Lincoln     Aviator.,15,4.4,4.6,4.5,4.5,4,4.7,4.2,2021,Lincoln,Aviator.
2021     Lincoln     Corsair.,9,4.8,4.9,4.7,4.9,4.9,5,4.9,2021,Lincoln,Corsair.
2021     Lincoln     Navigator L.,,,,,,,,,2021,Lincoln,Navigator L.
2021     Lincoln     Navigator.,2,5,5,5,5,5,5,5,2021,Lincoln,Navigator.
2021     Mazda     MX-5 Miata RF.,2,4.6,4,4.5,5,4.5,5,4.5,2021,Mazda,MX-5 Miata RF.
2021     Mazda     CX-9.,18,4.8,4.8,4.8,4.8,4.7,4.9,4.9,2021,Mazda,CX-9.
2021     Mazda     Mazda3.,18,4.9,4.8,4.8,4.9,4.9,4.9,4.8,2021,Mazda,Mazda3.
2021     Mazda     CX-3.,2,4.8,4.5,4.5,5,5,5,5,2021,Mazda,CX-3.
2021     Mazda     CX-30.,32,4.9,4.9,4.9,4.7,4.8,4.9,4.9,2021,Mazda,CX-30.
2021     Mazda     MX-5 Miata.,4,4.4,3.5,3.8,4.2,5,5,5,2021,Mazda,MX-5 Miata.
2021     Mazda     CX-5.,88,4.8,4.7,4.7,4.8,4.7,4.8,4.8,2021,Mazda,CX-5.
2021     Mazda     Mazda6.,5,5,5,5,5,5,5,5,2021,Mazda,Mazda6.
2021     Mercedes-Benz     AMG G 63.,,,,,,,,,2021,Mercedes-Benz,AMG G 63.
2021     Mercedes-Benz     C-Class.,4,5,5,4.8,5,5,5,5,2021,Mercedes-Benz,C-Class.
2021     Mercedes-Benz     GLE 350.,18,4.7,4.8,4.8,4.6,4.6,4.8,4.8,2021,Mercedes-Benz,GLE 350.
2021     Mercedes-Benz     AMG GLE 53.,17,3.6,4.2,4.6,3.9,2.6,4.5,2.5,2021,Mercedes-Benz,AMG GLE 53.
2021     Mercedes-Benz     GLC 300.,17,4.6,4.7,4.8,4.5,4.4,4.8,4.3,2021,Mercedes-Benz,GLC 300.
2021     Mercedes-Benz     AMG CLA 35.,1,4.9,5,5,5,4,5,5,2021,Mercedes-Benz,AMG CLA 35.
2021     Mercedes-Benz     AMG GLS 63.,,,,,,,,,2021,Mercedes-Benz,AMG GLS 63.
2021     Mercedes-Benz     AMG GLB 35.,1,4.7,3,5,5,5,5,5,2021,Mercedes-Benz,AMG GLB 35.
2021     Mercedes-Benz     Maybach GLS 600.,,,,,,,,,2021,Mercedes-Benz,Maybach GLS 600.
2021     Mercedes-Benz     AMG GT 43.,,,,,,,,,2021,Mercedes-Benz,AMG GT 43.
2021     Mercedes-Benz     AMG A 35.,,,,,,,,,2021,Mercedes-Benz,AMG A 35.
2021     Mercedes-Benz     AMG C 63.,2,4.2,4,4.5,5,3.5,4.5,3.5,2021,Mercedes-Benz,AMG C 63.
2021     Mercedes-Benz     GLA 250.,19,4.9,4.9,4.9,4.9,4.8,4.8,4.9,2021,Mercedes-Benz,GLA 250.
2021     Mercedes-Benz     E-Class.,7,4.7,5,5,5,4.6,4.6,4.3,2021,Mercedes-Benz,E-Class.
2021     Mercedes-Benz     AMG CLA 45.,,,,,,,,,2021,Mercedes-Benz,AMG CLA 45.
2021     Mercedes-Benz     AMG GT 63.,,,,,,,,,2021,Mercedes-Benz,AMG GT 63.
2021     Mercedes-Benz     AMG GLA 35.,,,,,,,,,2021,Mercedes-Benz,AMG GLA 35.
2021     Mercedes-Benz     AMG C 43.,,,,,,,,,2021,Mercedes-Benz,AMG C 43.
2021     Mercedes-Benz     AMG E 63.,,,,,,,,,2021,Mercedes-Benz,AMG E 63.
2021     Mercedes-Benz     Sprinter 3500XD.,,,,,,,,,2021,Mercedes-Benz,Sprinter 3500XD.
2021     Mercedes-Benz     S-Class.,,,,,,,,,2021,Mercedes-Benz,S-Class.
2021     Mercedes-Benz     Metris.,,,,,,,,,2021,Mercedes-Benz,Metris.
2021     Mercedes-Benz     GLE 580.,,,,,,,,,2021,Mercedes-Benz,GLE 580.
2021     Mercedes-Benz     GLB 250.,13,4.3,4.5,4.8,4.5,3.8,4.5,4,2021,Mercedes-Benz,GLB 250.
2021     Mercedes-Benz     Sprinter 2500.,,,,,,,,,2021,Mercedes-Benz,Sprinter 2500.
2021     Mercedes-Benz     Maybach S 580.,,,,,,,,,2021,Mercedes-Benz,Maybach S 580.
2021     Mercedes-Benz     AMG GLE 63.,,,,,,,,,2021,Mercedes-Benz,AMG GLE 63.
2021     Mercedes-Benz     AMG GLC 43.,,,,,,,,,2021,Mercedes-Benz,AMG GLC 43.
2021     Mercedes-Benz     AMG E 53.,2,3.9,4.5,5,4,3.5,4.5,2.5,2021,Mercedes-Benz,AMG E 53.
2021     Mercedes-Benz     GLS 450.,8,4.1,5,4.9,3.8,3.1,4.9,3.5,2021,Mercedes-Benz,GLS 450.
2021     Mercedes-Benz     A-Class.,2,4.5,4.5,4.5,4.5,4.5,4.5,4.5,2021,Mercedes-Benz,A-Class.
2021     Mercedes-Benz     AMG GLA 45.,1,4.4,5,4,5,4,4,4,2021,Mercedes-Benz,AMG GLA 45.
2021     Mercedes-Benz     GLS 580.,1,4.9,5,5,5,4,5,5,2021,Mercedes-Benz,GLS 580.
2021     Mercedes-Benz     G-Class.,,,,,,,,,2021,Mercedes-Benz,G-Class.
2021     Mercedes-Benz     GLE 450.,3,4.9,5,5,5,5,5,4.7,2021,Mercedes-Benz,GLE 450.
2021     Mercedes-Benz     CLS 450.,3,4.5,4,4.3,5,4,5,5,2021,Mercedes-Benz,CLS 450.
2021     Mercedes-Benz     CLA 250.,2,4.2,4.5,4.5,4,4,4,4,2021,Mercedes-Benz,CLA 250.
2021     Mercedes-Benz     AMG CLS 53.,,,,,,,,,2021,Mercedes-Benz,AMG CLS 53.
2021     Mercedes-Benz     AMG GLC 63.,,,,,,,,,2021,Mercedes-Benz,AMG GLC 63.
2021     Mercedes-Benz     Sprinter 3500.,,,,,,,,,2021,Mercedes-Benz,Sprinter 3500.
2021     Mercedes-Benz     AMG GT.,,,,,,,,,2021,Mercedes-Benz,AMG GT.
2021     Mercedes-Benz     AMG GT 53.,,,,,,,,,2021,Mercedes-Benz,AMG GT 53.
2021     Mitsubishi     Outlander Sport.,14,4.9,4.9,4.7,4.9,4.9,4.9,5,2021,Mitsubishi,Outlander Sport.
2021     Mitsubishi     Mirage G4.,5,4.7,4.6,4.6,4.6,5,4.6,4.8,2021,Mitsubishi,Mirage G4.
2021     Mitsubishi     Outlander PHEV.,,,,,,,,,2021,Mitsubishi,Outlander PHEV.
2021     Mitsubishi     Mirage.,1,5,5,5,5,5,5,5,2021,Mitsubishi,Mirage.
2021     Nissan     Rogue.,102,4.6,4.8,4.7,4.5,4.4,4.8,4.5,2021,Nissan,Rogue.
2021     Nissan     Rogue Sport.,15,4.8,4.8,4.9,4.7,4.7,4.9,5,2021,Nissan,Rogue Sport.
2021     Nissan     Armada.,,,,,,,,,2021,Nissan,Armada.
2021     Nissan     Altima.,17,4.9,4.9,5,4.9,4.7,5,4.9,2021,Nissan,Altima.
2021     Nissan     Titan XD.,2,5,5,5,5,5,5,5,2021,Nissan,Titan XD.
2021     Nissan     Titan.,16,4.3,4.5,4.4,4.2,4.1,4.4,4.3,2021,Nissan,Titan.
2021     Nissan     NV200.,1,3.9,4,4,4,3,4,4,2021,Nissan,NV200.
2021     Nissan     Maxima.,8,4.8,5,4.6,5,4.6,5,4.9,2021,Nissan,Maxima.
2021     Nissan     Versa.,11,4.2,4.3,4.4,4,4,4.5,4,2021,Nissan,Versa.
2021     Nissan     NV Cargo NV3500 HD.,,,,,,,,,2021,Nissan,NV Cargo NV3500 HD.
2021     Nissan     Murano.,20,4.8,4.8,4.8,4.6,4.8,4.8,4.7,2021,Nissan,Murano.
2021     Nissan     Sentra.,25,4.8,4.9,4.8,4.7,4.8,4.9,4.8,2021,Nissan,Sentra.
2021     Nissan     Frontier.,9,4.5,4.4,4.3,4.6,4.6,4.4,4.6,2021,Nissan,Frontier.
2021     Nissan     Kicks.,6,4.3,4.3,4.2,4.2,4.2,4.7,4.2,2021,Nissan,Kicks.
2021     Nissan     NV Cargo NV2500 HD.,,,,,,,,,2021,Nissan,NV Cargo NV2500 HD.
2021     Nissan     GT-R.,1,4.4,4,4,5,4,5,4,2021,Nissan,GT-R.
2021     Porsche     Panamera.,1,5,5,5,5,5,5,5,2021,Porsche,Panamera.
2021     Porsche     Cayenne.,5,4.5,4.6,4.6,4.4,4,5,4.4,2021,Porsche,Cayenne.
2021     Porsche     Macan.,3,4.9,4.7,5,5,4.7,4.7,5,2021,Porsche,Macan.
2021     Porsche     718 Spyder.,,,,,,,,,2021,Porsche,718 Spyder.
2021     Porsche     718 Cayman.,4,5,5,5,5,4.8,5,5,2021,Porsche,718 Cayman.
2021     Porsche     Cayenne E-Hybrid Coupe.,1,5,5,5,5,5,5,5,2021,Porsche,Cayenne E-Hybrid Coupe.
2021     Porsche     911.,4,4.9,5,4.8,5,4.8,5,4.8,2021,Porsche,911
2021     Porsche     718 Boxster.,2,4.3,4,4.5,5,3.5,4.5,4,2021,Porsche,718 Boxster.
2021     Porsche     Panamera E-Hybrid.,1,5,5,5,5,5,5,5,2021,Porsche,Panamera E-Hybrid.
2021     Porsche     Cayenne E-Hybrid.,,,,,,,,,2021,Porsche,Cayenne E-Hybrid.
2021     Porsche     Taycan.,2,5,5,5,5,5,5,5,2021,Porsche,Taycan.
2021     RAM     1500.,98,4.8,4.9,4.8,4.8,4.6,4.9,4.7,2021,RAM,1500
2021     RAM     3500.,6,5,5,5,5,5,5,4.8,2021,RAM,3500
2021     RAM     2500.,20,4.7,4.8,4.8,4.8,4.4,4.8,4.6,2021,RAM,2500
2021     RAM     ProMaster 2500.,,,,,,,,,2021,RAM,ProMaster 2500.
2021     RAM     1500 Classic.,10,5,5,5,4.9,5,5,5,2021,RAM,1500 Classic.
2021     RAM     ProMaster City.,,,,,,,,,2021,RAM,ProMaster City.
2021     RAM     ProMaster 2500 Window Van.,,,,,,,,,2021,RAM,ProMaster 2500 Window Van.
2021     RAM     ProMaster 3500.,,,,,,,,,2021,RAM,ProMaster 3500.
2021     RAM     ProMaster 1500.,,,,,,,,,2021,RAM,ProMaster 1500.
2021     Subaru     Ascent.,33,4.7,4.8,4.8,4.7,4.7,4.5,4.7,2021,Subaru,Ascent.
2021     Subaru     Outback.,84,4.8,4.8,4.7,4.7,4.7,4.8,4.8,2021,Subaru,Outback.
2021     Subaru     Legacy.,10,5,5,5,5,4.9,5,5,2021,Subaru,Legacy.
2021     Subaru     WRX STI.,2,5,5,5,5,5,5,5,2021,Subaru,WRX STI.
2021     Subaru     Forester.,110,4.9,4.9,4.9,4.9,4.8,4.8,4.9,2021,Subaru,Forester.
2021     Subaru     Crosstrek.,81,4.8,4.9,4.8,4.8,4.8,4.8,4.8,2021,Subaru,Crosstrek.
2021     Subaru     WRX.,3,4.8,4.3,4.7,5,4.7,5,4.7,2021,Subaru,WRX.
2021     Subaru     Impreza.,13,4.7,4.6,4.6,4.5,4.8,4.5,4.8,2021,Subaru,Impreza.
2021     Toyota     Highlander.,95,4.9,4.9,4.8,4.8,4.8,4.8,4.9,2021,Toyota,Highlander.
2021     Toyota     RAV4 Hybrid.,55,4.8,4.8,4.7,4.7,4.7,4.7,4.9,2021,Toyota,RAV4 Hybrid.
2021     Toyota     Tundra.,36,4.8,4.9,4.8,4.7,4.7,4.8,4.8,2021,Toyota,Tundra.
2021     Toyota     4Runner.,42,4.9,5,4.9,4.8,4.9,4.9,4.9,2021,Toyota,4Runner.
2021     Toyota     RAV4.,105,4.8,4.8,4.7,4.7,4.7,4.8,4.9,2021,Toyota,RAV4.
2021     Toyota     Avalon.,11,4.8,4.6,4.7,4.7,4.5,4.9,5,2021,Toyota,Avalon.
2021     Toyota     Corolla.,75,4.8,4.8,4.7,4.8,4.7,4.8,4.9,2021,Toyota,Corolla.
2021     Toyota     Sienna.,30,4.3,4.3,4.2,4.3,4.3,4.5,4.3,2021,Toyota,Sienna.
2021     Toyota     Supra.,13,3.3,3.2,3.1,3.5,3.1,3.7,3.2,2021,Toyota,Supra.
2021     Toyota     Tacoma.,87,4.8,4.8,4.7,4.6,4.7,4.9,4.9,2021,Toyota,Tacoma.
2021     Toyota     Sequoia.,4,4.9,5,4.8,5,4.8,5,5,2021,Toyota,Sequoia.
2021     Toyota     Corolla Hatchback.,11,4.9,4.6,4.8,4.8,4.9,5,5,2021,Toyota,Corolla Hatchback.
2021     Toyota     Highlander Hybrid.,32,4.7,4.8,4.6,4.7,4.7,4.7,5,2021,Toyota,Highlander Hybrid.
2021     Toyota     C-HR.,27,4.9,4.9,4.9,4.9,4.9,4.9,4.8,2021,Toyota,C-HR.
2021     Toyota     Camry Hybrid.,9,4.8,4.6,4.6,4.7,4.9,5,4.9,2021,Toyota,Camry Hybrid.
2021     Toyota     Camry.,72,4.8,4.8,4.8,4.8,4.8,4.9,4.9,2021,Toyota,Camry.
2021     Toyota     Venza.,73,4.7,4.7,4.7,4.6,4.5,4.9,4.7,2021,Toyota,Venza.
2021     Toyota     Avalon Hybrid.,8,4.7,4.6,4.9,4.6,4.5,4.5,5,2021,Toyota,Avalon Hybrid.
2021     Toyota     Prius.,18,4.6,4.6,4.6,4.7,4.8,4.5,4.7,2021,Toyota,Prius.
2021     Toyota     Prius Prime.,10,4.8,4.9,4.9,4.6,4.8,4.9,4.9,2021,Toyota,Prius Prime.
2021     Toyota     RAV4 Prime.,43,4.8,4.8,4.8,4.9,4.6,4.9,4.9,2021,Toyota,RAV4 Prime.
2021     Toyota     Corolla Hybrid.,15,4.8,4.8,4.5,4.9,5,4.7,5,2021,Toyota,Corolla Hybrid.
2021     Toyota     Land Cruiser.,2,4.6,4.5,4.5,5,4.5,4.5,5,2021,Toyota,Land Cruiser.
2021     Volkswagen     Atlas Cross Sport.,10,4.5,4.7,4.5,4.4,4.4,4.5,4.4,2021,Volkswagen,Atlas Cross Sport.
2021     Volkswagen     Atlas.,45,4.8,4.8,4.6,4.7,4.8,4.8,4.8,2021,Volkswagen,Atlas.
2021     Volkswagen     Golf.,,,,,,,,,2021,Volkswagen,Golf.
2021     Volkswagen     Jetta GLI.,6,4.9,4.8,4.8,5,5,4.7,4.8,2021,Volkswagen,Jetta GLI.
2021     Volkswagen     Passat.,2,5,5,5,5,5,5,5,2021,Volkswagen,Passat.
2021     Volkswagen     Golf GTI.,1,4.9,4,5,5,5,5,5,2021,Volkswagen,Golf GTI.
2021     Volkswagen     Arteon.,2,4.9,5,5,5,4,5,5,2021,Volkswagen,Arteon.
2021     Volkswagen     Jetta.,23,4.5,4.5,4.3,4.5,4.5,4.7,4.4,2021,Volkswagen,Jetta.
2021     Volkswagen     Tiguan.,16,4.7,4.7,4.6,4.6,4.5,4.9,4.7,2021,Volkswagen,Tiguan.
2021     Volvo     XC90.,21,5,5,5,5,5,5,5,2021,Volvo,XC90.
2021     Volvo     XC90 Recharge Plug-In Hybrid.,14,3.8,4.6,4.2,3.6,3,4.4,3.1,2021,Volvo,XC90 Recharge Plug-In Hybrid.
2021     Volvo     XC60.,26,4.9,5,5,4.9,4.9,5,4.8,2021,Volvo,XC60.
2021     Volvo     XC60 Recharge Plug-In Hybrid.,9,4.7,5,5,4.6,4.1,4.9,4.7,2021,Volvo,XC60 Recharge Plug-In Hybrid.
2021     Volvo     XC40.,35,4.7,4.8,4.8,4.7,4.6,4.8,4.7,2021,Volvo,XC40.
2021     Volvo     V60 Cross Country.,2,5,5,5,5,5,5,5,2021,Volvo,V60 Cross Country.
2021     Volvo     S90.,,,,,,,,,2021,Volvo,S90.
2021     Volvo     V90 Cross Country.,,,,,,,,,2021,Volvo,V90 Cross Country.
2021     Volvo     S60 Recharge Plug-In Hybrid.,1,4.9,5,4,5,5,5,5,2021,Volvo,S60 Recharge Plug-In Hybrid.
2021     Volvo     S60.,11,5,5,5,5,5,5,5,2021,Volvo,S60.
2021     Volvo     V90.,,,,,,,,,2021,Volvo,V90.
2021     Volvo     V60.,1,5,5,5,5,5,5,5,2021,Volvo,V60.
